substrate,product,mapped_reaction,hydrogenated_atoms
[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C:12]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)=[CH:19]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C@H:12]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[CH2:19]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C:12]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)=[CH:19]1>>[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C@H:12]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[CH2:19]1,"[12, 19]"
[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C:12]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)=[CH:19]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C@H:12]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[CH2:19]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C:12]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)=[CH:19]1>>[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C@H:12]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[CH2:19]1,"[12, 19]"
[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C:12]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)=[CH:19]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C@H:12]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[CH2:19]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C:12]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)=[CH:19]1>>[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C@H:12]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[CH2:19]1,"[12, 19]"
[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C:12]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)=[CH:19]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C@H:12]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[CH2:19]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C:12]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)=[CH:19]1>>[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C@H:12]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[CH2:19]1,"[12, 19]"
[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13]2[cH:14][cH:15][cH:16][cH:17][c:18]2[S:19][C:20]([c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)=[CH:27]1,[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13]2[cH:14][cH:15][cH:16][cH:17][c:18]2[S:19][C@H:20]([c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[CH2:27]1,[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13]2[cH:14][cH:15][cH:16][cH:17][c:18]2[S:19][C:20]([c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)=[CH:27]1>>[O:1]=[C:2]1[N:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[c:13]2[cH:14][cH:15][cH:16][cH:17][c:18]2[S:19][C@H:20]([c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[CH2:27]1,"[20, 27]"
[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][c:7]([CH3:8])[cH:9][cH:10][c:11]2[S:12][C:13]([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)=[CH:20]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][c:7]([CH3:8])[cH:9][cH:10][c:11]2[S:12][C@H:13]([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[CH2:20]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][c:7]([CH3:8])[cH:9][cH:10][c:11]2[S:12][C:13]([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)=[CH:20]1>>[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][c:7]([CH3:8])[cH:9][cH:10][c:11]2[S:12][C@H:13]([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[CH2:20]1,"[13, 20]"
[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][c:7]([O:8][CH3:9])[cH:10][cH:11][c:12]2[S:13][C:14]([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)=[CH:21]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][c:7]([O:8][CH3:9])[cH:10][cH:11][c:12]2[S:13][C@H:14]([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[CH2:21]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][c:7]([O:8][CH3:9])[cH:10][cH:11][c:12]2[S:13][C:14]([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)=[CH:21]1>>[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][c:7]([O:8][CH3:9])[cH:10][cH:11][c:12]2[S:13][C@H:14]([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[CH2:21]1,"[14, 21]"
[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[cH:12][cH:13][c:14]2[S:15][C:16]([c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)=[CH:23]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[cH:12][cH:13][c:14]2[S:15][C@H:16]([c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[CH2:23]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[cH:12][cH:13][c:14]2[S:15][C:16]([c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)=[CH:23]1>>[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[cH:12][cH:13][c:14]2[S:15][C@H:16]([c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[CH2:23]1,"[16, 23]"
[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][c:7]([F:8])[cH:9][cH:10][c:11]2[S:12][C:13]([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)=[CH:20]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][c:7]([F:8])[cH:9][cH:10][c:11]2[S:12][C@H:13]([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[CH2:20]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][c:7]([F:8])[cH:9][cH:10][c:11]2[S:12][C:13]([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)=[CH:20]1>>[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][c:7]([F:8])[cH:9][cH:10][c:11]2[S:12][C@H:13]([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[CH2:20]1,"[13, 20]"
[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][c:7]([Cl:8])[cH:9][cH:10][c:11]2[S:12][C:13]([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)=[CH:20]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][c:7]([Cl:8])[cH:9][cH:10][c:11]2[S:12][C@H:13]([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[CH2:20]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][c:7]([Cl:8])[cH:9][cH:10][c:11]2[S:12][C:13]([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)=[CH:20]1>>[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][c:7]([Cl:8])[cH:9][cH:10][c:11]2[S:12][C@H:13]([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[CH2:20]1,"[13, 20]"
[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C:12]([c:13]2[cH:14][c:15]([CH3:16])[cH:17][cH:18][cH:19]2)=[CH:20]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C@H:12]([c:13]2[cH:14][c:15]([CH3:16])[cH:17][cH:18][cH:19]2)[CH2:20]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C:12]([c:13]2[cH:14][c:15]([CH3:16])[cH:17][cH:18][cH:19]2)=[CH:20]1>>[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C@H:12]([c:13]2[cH:14][c:15]([CH3:16])[cH:17][cH:18][cH:19]2)[CH2:20]1,"[12, 20]"
[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C:12]([c:13]2[cH:14][c:15]([O:16][CH3:17])[cH:18][cH:19][cH:20]2)=[CH:21]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C@H:12]([c:13]2[cH:14][c:15]([O:16][CH3:17])[cH:18][cH:19][cH:20]2)[CH2:21]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C:12]([c:13]2[cH:14][c:15]([O:16][CH3:17])[cH:18][cH:19][cH:20]2)=[CH:21]1>>[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C@H:12]([c:13]2[cH:14][c:15]([O:16][CH3:17])[cH:18][cH:19][cH:20]2)[CH2:21]1,"[12, 21]"
[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C:12]([c:13]2[cH:14][c:15]([C:16]([F:17])([F:18])[F:19])[cH:20][cH:21][cH:22]2)=[CH:23]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C@H:12]([c:13]2[cH:14][c:15]([C:16]([F:17])([F:18])[F:19])[cH:20][cH:21][cH:22]2)[CH2:23]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C:12]([c:13]2[cH:14][c:15]([C:16]([F:17])([F:18])[F:19])[cH:20][cH:21][cH:22]2)=[CH:23]1>>[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C@H:12]([c:13]2[cH:14][c:15]([C:16]([F:17])([F:18])[F:19])[cH:20][cH:21][cH:22]2)[CH2:23]1,"[12, 23]"
[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C:12]([c:13]2[cH:14][cH:15][c:16]([CH3:17])[cH:18][cH:19]2)=[CH:20]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C@H:12]([c:13]2[cH:14][cH:15][c:16]([CH3:17])[cH:18][cH:19]2)[CH2:20]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C:12]([c:13]2[cH:14][cH:15][c:16]([CH3:17])[cH:18][cH:19]2)=[CH:20]1>>[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C@H:12]([c:13]2[cH:14][cH:15][c:16]([CH3:17])[cH:18][cH:19]2)[CH2:20]1,"[12, 20]"
[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C:12]([c:13]2[cH:14][cH:15][c:16]([O:17][CH3:18])[cH:19][cH:20]2)=[CH:21]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C@H:12]([c:13]2[cH:14][cH:15][c:16]([O:17][CH3:18])[cH:19][cH:20]2)[CH2:21]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C:12]([c:13]2[cH:14][cH:15][c:16]([O:17][CH3:18])[cH:19][cH:20]2)=[CH:21]1>>[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C@H:12]([c:13]2[cH:14][cH:15][c:16]([O:17][CH3:18])[cH:19][cH:20]2)[CH2:21]1,"[12, 21]"
[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C:12]([c:13]2[cH:14][cH:15][c:16]([C:17]([F:18])([F:19])[F:20])[cH:21][cH:22]2)=[CH:23]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C@H:12]([c:13]2[cH:14][cH:15][c:16]([C:17]([F:18])([F:19])[F:20])[cH:21][cH:22]2)[CH2:23]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C:12]([c:13]2[cH:14][cH:15][c:16]([C:17]([F:18])([F:19])[F:20])[cH:21][cH:22]2)=[CH:23]1>>[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C@H:12]([c:13]2[cH:14][cH:15][c:16]([C:17]([F:18])([F:19])[F:20])[cH:21][cH:22]2)[CH2:23]1,"[12, 23]"
[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C:12]([c:13]2[cH:14][cH:15][c:16]([F:17])[cH:18][cH:19]2)=[CH:20]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C@H:12]([c:13]2[cH:14][cH:15][c:16]([F:17])[cH:18][cH:19]2)[CH2:20]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C:12]([c:13]2[cH:14][cH:15][c:16]([F:17])[cH:18][cH:19]2)=[CH:20]1>>[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C@H:12]([c:13]2[cH:14][cH:15][c:16]([F:17])[cH:18][cH:19]2)[CH2:20]1,"[12, 20]"
[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C:12]([c:13]2[cH:14][cH:15][c:16]([Cl:17])[cH:18][cH:19]2)=[CH:20]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C@H:12]([c:13]2[cH:14][cH:15][c:16]([Cl:17])[cH:18][cH:19]2)[CH2:20]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C:12]([c:13]2[cH:14][cH:15][c:16]([Cl:17])[cH:18][cH:19]2)=[CH:20]1>>[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C@H:12]([c:13]2[cH:14][cH:15][c:16]([Cl:17])[cH:18][cH:19]2)[CH2:20]1,"[12, 20]"
[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C:12]([c:13]2[cH:14][cH:15][c:16]([Br:17])[cH:18][cH:19]2)=[CH:20]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C@H:12]([c:13]2[cH:14][cH:15][c:16]([Br:17])[cH:18][cH:19]2)[CH2:20]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C:12]([c:13]2[cH:14][cH:15][c:16]([Br:17])[cH:18][cH:19]2)=[CH:20]1>>[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C@H:12]([c:13]2[cH:14][cH:15][c:16]([Br:17])[cH:18][cH:19]2)[CH2:20]1,"[12, 20]"
[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C:12]([c:13]2[cH:14][cH:15][c:16]([C:17]([O:18][CH2:19][CH3:20])=[O:21])[cH:22][cH:23]2)=[CH:24]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C@H:12]([c:13]2[cH:14][cH:15][c:16]([C:17]([O:18][CH2:19][CH3:20])=[O:21])[cH:22][cH:23]2)[CH2:24]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C:12]([c:13]2[cH:14][cH:15][c:16]([C:17]([O:18][CH2:19][CH3:20])=[O:21])[cH:22][cH:23]2)=[CH:24]1>>[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C@H:12]([c:13]2[cH:14][cH:15][c:16]([C:17]([O:18][CH2:19][CH3:20])=[O:21])[cH:22][cH:23]2)[CH2:24]1,"[12, 24]"
[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C:12]([c:13]2[cH:20][c:18]([CH3:19])[cH:17][c:15]([CH3:16])[cH:14]2)=[CH:21]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C@H:12]([c:13]2[cH:14][c:15]([CH3:16])[cH:17][c:18]([CH3:19])[cH:20]2)[CH2:21]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C:12]([c:13]2[cH:20][c:18]([CH3:19])[cH:17][c:15]([CH3:16])[cH:14]2)=[CH:21]1>>[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C@H:12]([c:13]2[cH:14][c:15]([CH3:16])[cH:17][c:18]([CH3:19])[cH:20]2)[CH2:21]1,"[12, 21]"
[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C:12]([c:13]2[cH:14][c:15]3[cH:16][cH:17][cH:18][cH:19][c:20]3[cH:21][cH:22]2)=[CH:23]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C@H:12]([c:13]2[cH:14][c:15]3[cH:16][cH:17][cH:18][cH:19][c:20]3[cH:21][cH:22]2)[CH2:23]1,[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C:12]([c:13]2[cH:14][c:15]3[cH:16][cH:17][cH:18][cH:19][c:20]3[cH:21][cH:22]2)=[CH:23]1>>[O:1]=[C:2]1[N:3]([CH3:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][C@H:12]([c:13]2[cH:14][c:15]3[cH:16][cH:17][cH:18][cH:19][c:20]3[cH:21][cH:22]2)[CH2:23]1,"[12, 23]"
[O:1]=[C:2]1[N:3]([CH2:4][CH2:5][N:6]([CH3:7])[CH3:8])[c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2[S:15][C:16]([c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)=[CH:23]1,[O:1]=[C:2]1[N:3]([CH2:4][CH2:5][N:6]([CH3:7])[CH3:8])[c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2[S:15][C@@H:16]([c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[CH2:23]1,[O:1]=[C:2]1[N:3]([CH2:4][CH2:5][N:6]([CH3:7])[CH3:8])[c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2[S:15][C:16]([c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)=[CH:23]1>>[O:1]=[C:2]1[N:3]([CH2:4][CH2:5][N:6]([CH3:7])[CH3:8])[c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2[S:15][C@@H:16]([c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[CH2:23]1,"[16, 23]"
[CH3:1][c:2]1[cH:3][cH:4][cH:5][c:6]2[cH:7][cH:8][c:9]([CH2:10][CH2:11][CH2:12][CH3:13])[n:14]12,[CH3:1][C@@H:2]1[CH2:3][CH2:4][CH2:5][c:6]2[cH:7][cH:8][c:9]([CH2:10][CH2:11][CH2:12][CH3:13])[n:14]21,[CH3:1][c:2]1[cH:3][cH:4][cH:5][c:6]2[cH:7][cH:8][c:9]([CH2:10][CH2:11][CH2:12][CH3:13])[n:14]12>>[CH3:1][C@@H:2]1[CH2:3][CH2:4][CH2:5][c:6]2[cH:7][cH:8][c:9]([CH2:10][CH2:11][CH2:12][CH3:13])[n:14]21,"[2, 3, 4, 5]"
[CH3:1][CH2:2][CH2:3][c:4]1[cH:5][cH:6][cH:7][c:8]2[cH:9][cH:10][c:11]([CH2:12][CH2:13][CH2:14][CH3:15])[n:16]12,[CH3:1][CH2:2][CH2:3][C@@H:4]1[CH2:5][CH2:6][CH2:7][c:8]2[cH:9][cH:10][c:11]([CH2:12][CH2:13][CH2:14][CH3:15])[n:16]21,[CH3:1][CH2:2][CH2:3][c:4]1[cH:5][cH:6][cH:7][c:8]2[cH:9][cH:10][c:11]([CH2:12][CH2:13][CH2:14][CH3:15])[n:16]12>>[CH3:1][CH2:2][CH2:3][C@@H:4]1[CH2:5][CH2:6][CH2:7][c:8]2[cH:9][cH:10][c:11]([CH2:12][CH2:13][CH2:14][CH3:15])[n:16]21,"[4, 5, 6, 7]"
[CH2:1]=[CH:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][c:12]1[cH:13][cH:14][cH:15][c:16]2[cH:17][cH:18][c:19]([CH2:20][CH2:21][CH2:22][CH3:23])[n:24]12,[CH2:1]=[CH:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][C@@H:12]1[CH2:13][CH2:14][CH2:15][c:16]2[cH:17][cH:18][c:19]([CH2:20][CH2:21][CH2:22][CH3:23])[n:24]21,[CH2:1]=[CH:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][c:12]1[cH:13][cH:14][cH:15][c:16]2[cH:17][cH:18][c:19]([CH2:20][CH2:21][CH2:22][CH3:23])[n:24]12>>[CH2:1]=[CH:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][C@@H:12]1[CH2:13][CH2:14][CH2:15][c:16]2[cH:17][cH:18][c:19]([CH2:20][CH2:21][CH2:22][CH3:23])[n:24]21,"[12, 13, 14, 15]"
[CH3:1][c:2]1[cH:3][cH:4][cH:5][c:6]2[cH:7][c:8]([C:9]([O:10][CH2:11][CH3:12])=[O:13])[cH:14][n:15]12,[CH3:1][C@@H:2]1[CH2:3][CH2:4][CH2:5][c:6]2[cH:7][c:8]([C:9]([O:10][CH2:11][CH3:12])=[O:13])[cH:14][n:15]21,[CH3:1][c:2]1[cH:3][cH:4][cH:5][c:6]2[cH:7][c:8]([C:9]([O:10][CH2:11][CH3:12])=[O:13])[cH:14][n:15]12>>[CH3:1][C@@H:2]1[CH2:3][CH2:4][CH2:5][c:6]2[cH:7][c:8]([C:9]([O:10][CH2:11][CH3:12])=[O:13])[cH:14][n:15]21,"[2, 3, 4, 5]"
[CH3:1][c:2]1[cH:7][c:6]2[cH:8][c:9](-[c:10]3[cH:11][cH:12][cH:13][cH:14][cH:15]3)[cH:16][n:5]2[cH:4][cH:3]1,[CH3:1][C@H:2]1[CH2:3][CH2:4][n:5]2[c:6]([cH:8][c:9](-[c:10]3[cH:11][cH:12][cH:13][cH:14][cH:15]3)[cH:16]2)[CH2:7]1,[CH3:1][c:2]1[cH:7][c:6]2[cH:8][c:9](-[c:10]3[cH:11][cH:12][cH:13][cH:14][cH:15]3)[cH:16][n:5]2[cH:4][cH:3]1>>[CH3:1][C@H:2]1[CH2:3][CH2:4][n:5]2[c:6]([cH:8][c:9](-[c:10]3[cH:11][cH:12][cH:13][cH:14][cH:15]3)[cH:16]2)[CH2:7]1,"[2, 7, 4, 3]"
[CH3:1][c:2]1[cH:16][cH:15][cH:14][n:13]2[c:3]1[cH:4][c:5](-[c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[cH:12]2,[CH3:1][C@@H:2]1[c:3]2[cH:4][c:5](-[c:6]3[cH:7][cH:8][cH:9][cH:10][cH:11]3)[cH:12][n:13]2[CH2:14][CH2:15][CH2:16]1,[CH3:1][c:2]1[cH:16][cH:15][cH:14][n:13]2[c:3]1[cH:4][c:5](-[c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[cH:12]2>>[CH3:1][C@@H:2]1[c:3]2[cH:4][c:5](-[c:6]3[cH:7][cH:8][cH:9][cH:10][cH:11]3)[cH:12][n:13]2[CH2:14][CH2:15][CH2:16]1,"[2, 16, 15, 14]"
